STNAME,CTYNAME,CENSUS2010POP,POPESTIMATE2020
South Dakota,Grant County,7356,7000
South Dakota,Gregory County,4271,4219
South Dakota,Haakon County,1937,1861
South Dakota,Hamlin County,5903,6234
South Dakota,Hand County,3431,3127
South Dakota,Hanson County,3331,3489
South Dakota,Harding County,1255,1311
South Dakota,Hughes County,17022,17336
South Dakota,Hutchinson County,7343,7282
South Dakota,Hyde County,1420,1281
South Dakota,Jackson County,3031,3321
South Dakota,Jerauld County,2071,1985
South Dakota,Jones County,1006,938
South Dakota,Kingsbury County,5148,4987
South Dakota,Lake County,11200,12488
South Dakota,Lawrence County,24097,26221
South Dakota,Lincoln County,44828,63019
South Dakota,Lyman County,3755,3797
South Dakota,McCook County,5618,5520
South Dakota,McPherson County,2459,2363
South Dakota,Marshall County,4656,4884
South Dakota,Meade County,25434,28588
South Dakota,Mellette County,2048,2089
South Dakota,Miner County,2389,2202
South Dakota,Minnehaha County,169468,196659
South Dakota,Moody County,6486,6525
South Dakota,Oglala Lakota County,13586,14070
South Dakota,Pennington County,100948,115926
South Dakota,Perkins County,2982,2832
South Dakota,Potter County,2329,2163
South Dakota,Roberts County,10149,10331
South Dakota,Sanborn County,2355,2322
South Dakota,Spink County,6415,6319
South Dakota,Stanley County,2966,3121
South Dakota,Sully County,1373,1391
South Dakota,Todd County,9612,10313
South Dakota,Tripp County,5644,5377
South Dakota,Turner County,8347,8368
South Dakota,Union County,14399,16192
South Dakota,Walworth County,5438,5336
South Dakota,Yankton County,22438,22742
South Dakota,Ziebach County,2801,2656
Tennessee,Anderson County,75129,77558
Tennessee,Bedford County,45058,50179
Tennessee,Benton County,16489,16131
Tennessee,Bledsoe County,12876,15223
Tennessee,Blount County,123010,134751
Tennessee,Bradley County,98963,109071
Tennessee,Campbell County,40716,39837
Tennessee,Cannon County,13801,14847
Tennessee,Carroll County,28522,27779
Tennessee,Carter County,57424,56418
Tennessee,Cheatham County,39105,41101
Tennessee,Chester County,17131,17432
Tennessee,Claiborne County,32213,32023
Tennessee,Clay County,7861,7629
Tennessee,Cocke County,35662,36225
Tennessee,Coffee County,52796,57632
Tennessee,Crockett County,14586,14180
Tennessee,Cumberland County,56053,61603
Tennessee,Davidson County,626681,694176
Tennessee,Decatur County,11757,11601
Tennessee,DeKalb County,18723,20837
Tennessee,Dickson County,49666,54376
Tennessee,Dyer County,38335,36693
Tennessee,Fayette County,38413,41620
Tennessee,Fentress County,17959,18787
Tennessee,Franklin County,41052,42485
Tennessee,Gibson County,49683,49159
Tennessee,Giles County,29485,29530
Tennessee,Grainger County,22657,23565
Tennessee,Greene County,68831,69571
Tennessee,Grundy County,13703,13485
Tennessee,Hamblen County,62544,65110
Tennessee,Hamilton County,336463,371662
Tennessee,Hancock County,6819,6493
Tennessee,Hardeman County,27253,24836
Tennessee,Hardin County,26026,25583
Tennessee,Hawkins County,56833,56775
Tennessee,Haywood County,18787,17002
Tennessee,Henderson County,27769,28076
Tennessee,Henry County,32330,32056
Tennessee,Hickman County,24690,25387
Tennessee,Houston County,8426,8292
Tennessee,Humphreys County,18538,18590
Tennessee,Jackson County,11638,11864
Tennessee,Jefferson County,51407,55307
Tennessee,Johnson County,18244,17849
Tennessee,Knox County,432226,475609
Tennessee,Lake County,7832,6988
Tennessee,Lauderdale County,27815,25451
Tennessee,Lawrence County,41869,44432
Tennessee,Lewis County,12161,12363
Tennessee,Lincoln County,33361,34540
Tennessee,Loudon County,48556,54910
Tennessee,McMinn County,52266,54208
Tennessee,McNairy County,26075,25696
Tennessee,Macon County,22248,24827
Tennessee,Madison County,98294,98360
Tennessee,Marion County,28237,28924
Tennessee,Marshall County,30617,35016
Tennessee,Maury County,80956,99590
Tennessee,Meigs County,11753,12532
Tennessee,Monroe County,44519,47177
Tennessee,Montgomery County,172331,214251
Tennessee,Moore County,6362,6438
Tennessee,Morgan County,21987,21431
Tennessee,Obion County,31807,30131
Tennessee,Overton County,22083,22566
Tennessee,Perry County,7915,8099
Tennessee,Pickett County,5077,5061
Tennessee,Polk County,16825,16835
Tennessee,Putnam County,72321,80929
Tennessee,Rhea County,31809,33443
Tennessee,Roane County,54181,53841
Tennessee,Robertson County,66283,72275
Tennessee,Rutherford County,262604,339261
Tennessee,Scott County,22228,22090
Tennessee,Sequatchie County,14112,15176
Tennessee,Sevier County,89889,99244
Tennessee,Shelby County,927644,936017
Tennessee,Smith County,19166,20285
Tennessee,Stewart County,13324,13859
Tennessee,Sullivan County,156823,158755
Tennessee,Sumner County,160645,195561
Tennessee,Tipton County,61081,61918
Tennessee,Trousdale County,7870,11455
Tennessee,Unicoi County,18313,17755
Tennessee,Union County,19109,20187
Tennessee,Van Buren County,5548,5947
Tennessee,Warren County,39839,41605
Tennessee,Washington County,122979,130367
Tennessee,Wayne County,17021,16524
Tennessee,Weakley County,35021,33334
Tennessee,White County,25841,27707
Tennessee,Williamson County,183182,245348
Tennessee,Wilson County,113993,148130
Texas,Anderson County,58458,57805
Texas,Andrews County,14786,18879
Texas,Angelina County,86771,86796
Texas,Aransas County,23158,23814
Texas,Archer County,9054,8730
Texas,Armstrong County,1901,1869
Texas,Atascosa County,44911,51724
Texas,Austin County,28417,29972
Texas,Bailey County,7165,6697
Texas,Bandera County,20485,23861
Texas,Bastrop County,74171,91601
Texas,Baylor County,3726,3518
Texas,Bee County,31861,32513
Texas,Bell County,310235,369927
Texas,Bexar County,1714773,2026823
Texas,Blanco County,10497,12269
Texas,Borden County,641,706
Texas,Bosque County,18212,18603
Texas,Bowie County,92565,93481
Texas,Brazoria County,313166,380518
Texas,Brazos County,194851,232555
Texas,Brewster County,9232,9237
Texas,Briscoe County,1637,1487
Texas,Brooks County,7223,6964
Texas,Brown County,38106,37633
Texas,Burleson County,17187,18514
Texas,Burnet County,42750,49653
Texas,Caldwell County,38066,43979
Texas,Calhoun County,21381,21001
Texas,Callahan County,13544,14110
Texas,Cameron County,406220,424180
Texas,Camp County,12401,13060
Texas,Carson County,6182,5854
Texas,Cass County,30464,29879
Texas,Castro County,8062,7396
Texas,Chambers County,35096,45590
Texas,Cherokee County,50845,52875
Texas,Childress County,7041,7143
Texas,Clay County,10752,10550
Texas,Cochran County,3127,2897
Texas,Coke County,3320,3323
Texas,Coleman County,8895,8100
Texas,Collin County,782341,1072069
Texas,Collingsworth County,3057,2877
Texas,Colorado County,20874,21610
Texas,Comal County,108472,164812
Texas,Comanche County,13974,13750
Texas,Concho County,4087,2827
Texas,Cooke County,38437,41393
Texas,Coryell County,75388,76737
Texas,Cottle County,1505,1363
Texas,Crane County,4375,4765
Texas,Crockett County,3719,3513
Texas,Crosby County,6059,5567
Texas,Culberson County,2398,2149
Texas,Dallam County,6703,7273
Texas,Dallas County,2368139,2635888
Texas,Dawson County,13833,12974
Texas,Deaf Smith County,19372,18277
Texas,Delta County,5231,5349
Texas,Denton County,662614,919324
Texas,DeWitt County,20097,20174
Texas,Dickens County,2444,2140
Texas,Dimmit County,9996,9925
Texas,Donley County,3677,3308
Texas,Duval County,11782,11058
Texas,Eastland County,18583,18388
Texas,Ector County,137130,167701
Texas,Edwards County,2002,1923
Texas,Ellis County,149610,191760
Texas,El Paso County,800647,841286
Texas,Erath County,37890,43224
Texas,Falls County,17866,17275
Texas,Fannin County,33915,35913
Texas,Fayette County,24554,25547
Texas,Fisher County,3974,3784
Texas,Floyd County,6446,5672
Texas,Foard County,1336,1135
Texas,Fort Bend County,585375,839706
Texas,Franklin County,10605,10821
Texas,Freestone County,19816,19874
Texas,Frio County,17217,20379
Texas,Gaines County,17526,21996
Texas,Galveston County,291309,345089
Texas,Garza County,6461,6222
Texas,Gillespie County,24837,26960
Texas,Glasscock County,1226,1439
Texas,Goliad County,7210,7626
Texas,Gonzales County,19807,20948
Texas,Gray County,22535,21658
Texas,Grayson County,120877,138318
Texas,Gregg County,121730,124229
Texas,Grimes County,26604,29614
Texas,Guadalupe County,131533,170608
Texas,Hale County,36273,32754
Texas,Hall County,3353,2939
Texas,Hamilton County,8517,8557
Texas,Hansford County,5613,5279
Texas,Hardeman County,4139,4011
Texas,Hardin County,54635,58305
Texas,Harris County,4092459,4738253
Texas,Harrison County,65631,66386
Texas,Hartley County,6062,5443
Texas,Haskell County,5899,5754
Texas,Hays County,157107,241365
Texas,Hemphill County,3807,3777
Texas,Henderson County,78532,83792
Texas,Hidalgo County,774769,875200
Texas,Hill County,35089,37006
Texas,Hockley County,22935,22921
Texas,Hood County,51182,63527
Texas,Hopkins County,35161,37170
Texas,Houston County,23732,22835
Texas,Howard County,35012,36540
Texas,Hudspeth County,3476,4906
Texas,Hunt County,86129,99807
Texas,Hutchinson County,22150,20677
Texas,Irion County,1599,1564
Texas,Jack County,9044,9056
Texas,Jackson County,14075,14854
Texas,Jasper County,35710,35375
Texas,Jeff Davis County,2342,2220
Texas,Jefferson County,252273,250127
Texas,Jim Hogg County,5300,5184
Texas,Jim Wells County,40838,40452
Texas,Johnson County,150934,179575
Texas,Jones County,20202,19875
Texas,Karnes County,14824,15562
Texas,Kaufman County,103350,143198
Texas,Kendall County,33410,48523
Texas,Kenedy County,416,379
Texas,Kent County,808,786
Texas,Kerr County,49625,52869
Texas,Kimble County,4607,4396
Texas,King County,286,283
Texas,Kinney County,3598,3670
Texas,Kleberg County,32061,30338
Texas,Knox County,3719,3683
Texas,Lamar County,49793,49905
Texas,Lamb County,13977,12710
Texas,Lampasas County,19677,21789
Texas,La Salle County,6886,7500
Texas,Lavaca County,19263,20216
Texas,Lee County,16612,17397
Texas,Leon County,16801,17493
Texas,Liberty County,75643,91547
Texas,Limestone County,23384,23340
Texas,Lipscomb County,3302,3111
Texas,Live Oak County,11531,12324
Texas,Llano County,19301,21958
Texas,Loving County,82,181
Texas,Lubbock County,278831,314772
Texas,Lynn County,5915,6025
Texas,McCulloch County,8283,7823
Texas,McLennan County,234906,259730
Texas,McMullen County,707,721
Texas,Madison County,13664,14427
Texas,Marion County,10546,9960
Texas,Martin County,4799,5816
Texas,Mason County,4012,4344
Texas,Matagorda County,36702,36725
Texas,Maverick County,54258,58378
Texas,Medina County,46006,52358
Texas,Menard County,2242,2124
Texas,Midland County,136872,177863
Texas,Milam County,24757,24708
Texas,Mills County,4936,4840
Texas,Mitchell County,9403,8202
Texas,Montague County,19719,19962
Texas,Montgomery County,455746,626351
Texas,Moore County,21904,20654
Texas,Morris County,12934,12393
Texas,Motley County,1210,1185
Texas,Nacogdoches County,64524,64753
Texas,Navarro County,47735,50694
Texas,Newton County,14445,13414
Texas,Nolan County,15216,14835
Texas,Nueces County,340223,363148
Texas,Ochiltree County,10223,9598
Texas,Oldham County,2052,2135
Texas,Orange County,81837,82878
Texas,Palo Pinto County,28111,29320
Texas,Panola County,23796,23187
Texas,Parker County,116927,148198
Texas,Parmer County,10269,9522
Texas,Pecos County,15507,15718
Texas,Polk County,45413,52995
Texas,Potter County,121073,116004
Texas,Presidio County,7818,6508
Texas,Rains County,10914,12552
Texas,Randall County,120725,139899
Texas,Reagan County,3367,3833
Texas,Real County,3309,3411
Texas,Red River County,12860,11995
Texas,Reeves County,13783,15949
Texas,Refugio County,7383,6877
Texas,Roberts County,929,813
Texas,Robertson County,16622,17155
Texas,Rockwall County,78337,109888
Texas,Runnels County,10501,10401
Texas,Rusk County,53330,54324
Texas,Sabine County,10834,10507
Texas,San Augustine County,8865,8248
Texas,San Jacinto County,26384,29301
Texas,San Patricio County,64804,67069
Texas,San Saba County,6131,6039
Texas,Schleicher County,3461,2761
Texas,Scurry County,16921,16662
Texas,Shackelford County,3378,3300
Texas,Shelby County,25448,24915
Texas,Sherman County,3034,3027
Texas,Smith County,209714,235806
Texas,Somervell County,8490,9139
Texas,Starr County,60968,64266
Texas,Stephens County,9630,9334
Texas,Sterling County,1143,1315
Texas,Stonewall County,1490,1348
Texas,Sutton County,4128,3738
Texas,Swisher County,7854,7340
Texas,Tarrant County,1809034,2123347
Texas,Taylor County,131506,139200
Texas,Terrell County,984,702
Texas,Terry County,12651,12183
Texas,Throckmorton County,1641,1487
Texas,Titus County,32334,32926
Texas,Tom Green County,110224,120010
Texas,Travis County,1024266,1300503
Texas,Trinity County,14585,14883
Texas,Tyler County,21766,21591
Texas,Upshur County,39309,42166
Texas,Upton County,3355,3623
Texas,Uvalde County,26405,26742
Texas,Val Verde County,48879,49028
Texas,Van Zandt County,52579,57533
Texas,Victoria County,86793,91936
Texas,Walker County,67861,72164
Texas,Waller County,43205,57452
Texas,Ward County,10658,12097
Texas,Washington County,33718,35771
Texas,Webb County,250304,277681
Texas,Wharton County,41280,41685
Texas,Wheeler County,5410,4946
Texas,Wichita County,131500,133205
Texas,Wilbarger County,13535,12552
Texas,Willacy County,22134,21161
Texas,Williamson County,422679,617855
Texas,Wilson County,42918,52023
Texas,Winkler County,7110,7887
Texas,Wise County,59127,71084
Texas,Wood County,41964,46291
Texas,Yoakum County,7879,8702
Texas,Young County,18550,17904
Texas,Zapata County,14018,14172
Texas,Zavala County,11677,11840
Utah,Beaver County,6629,6761
Utah,Box Elder County,49975,57007
Utah,Cache County,112656,130004
Utah,Carbon County,21403,20760
Utah,Daggett County,1059,1026
Utah,Davis County,306479,359232
Utah,Duchesne County,18607,19894
Utah,Emery County,10976,10147
Utah,Garfield County,5172,5050
Utah,Grand County,9225,9796
Utah,Iron County,46163,56814
Utah,Juab County,10246,12122
Utah,Kane County,7125,7914
Utah,Millard County,12503,13327
Utah,Morgan County,9469,12462
Utah,Piute County,1556,1473
Utah,Rich County,2264,2452
Utah,Salt Lake County,1029655,1165517
Utah,San Juan County,14746,15278
Utah,Sanpete County,27822,31393
Utah,Sevier County,20802,21780
Utah,Summit County,36324,42499
Utah,Tooele County,58218,74512
Utah,Uintah County,32588,35970
Utah,Utah County,516564,651059
Utah,Wasatch County,23530,35300
Utah,Washington County,138115,184913
Utah,Wayne County,2778,2759
Utah,Weber County,231236,262658
Vermont,Addison County,36821,36851
Vermont,Bennington County,37125,35338
Vermont,Caledonia County,31227,29705
Vermont,Chittenden County,156545,164306
Vermont,Essex County,6306,6123
Vermont,Franklin County,47746,49685
Vermont,Grand Isle County,6970,7169
Vermont,Lamoille County,24475,25341
Vermont,Orange County,28936,28837
Vermont,Orleans County,27231,26897
Vermont,Rutland County,61642,57764
Vermont,Washington County,59534,58328
Vermont,Windham County,44513,42015
Vermont,Windsor County,56670,54988
Virginia,Accomack County,33164,32238
Virginia,Albemarle County,98970,110652
Virginia,Alleghany County,16250,14701
Virginia,Amelia County,12690,13014
Virginia,Amherst County,32353,31667
Virginia,Appomattox County,14973,16043
Virginia,Arlington County,207627,240119
Virginia,Augusta County,73750,76544
Virginia,Bath County,4731,4119
Virginia,Bedford County,68676,79811
Virginia,Bland County,6824,6239
Virginia,Botetourt County,33148,33633
Virginia,Brunswick County,17434,16037
Virginia,Buchanan County,24098,20613
Virginia,Buckingham County,17146,17168
Virginia,Campbell County,54842,55304
Virginia,Caroline County,28545,30860
Virginia,Carroll County,30042,30074
Virginia,Charles City County,7256,6821
Virginia,Charlotte County,12586,11820
Virginia,Chesterfield County,316236,358245
Virginia,Clarke County,14034,14622
Virginia,Craig County,5190,5077
Virginia,Culpeper County,46689,53569
Virginia,Cumberland County,10052,9933
Virginia,Dickenson County,15903,14078
Virginia,Dinwiddie County,28001,28688
Virginia,Essex County,11151,10943
Virginia,Fairfax County,1081726,1150847
Virginia,Fauquier County,65203,71361
Virginia,Floyd County,15279,15777
Virginia,Fluvanna County,25691,27422
Virginia,Franklin County,56159,56167
Virginia,Frederick County,78305,91119
Virginia,Giles County,17286,16663
Virginia,Gloucester County,36858,37459
Virginia,Goochland County,21717,24431
Virginia,Grayson County,15533,15493
Virginia,Greene County,18403,20131
Virginia,Greensville County,12243,11280
Virginia,Halifax County,36241,33633
Virginia,Hanover County,99863,108262
Virginia,Henrico County,306935,333766
Virginia,Henry County,54151,50309
Virginia,Highland County,2321,2200
Virginia,Isle of Wight County,35270,37725
Virginia,James City County,67009,77612
Virginia,King and Queen County,6945,6942
Virginia,King George County,23584,27381
Virginia,King William County,15935,17641
Virginia,Lancaster County,11391,10618
Virginia,Lee County,25587,23238
Virginia,Loudoun County,312311,422784
Virginia,Louisa County,33153,38132
Virginia,Lunenburg County,12914,12267
Virginia,Madison County,13308,13312
Virginia,Mathews County,8978,8766
Virginia,Mecklenburg County,32727,30679
Virginia,Middlesex County,10959,10569
Virginia,Montgomery County,94392,98391
Virginia,Nelson County,15020,14755
Virginia,New Kent County,18429,23648
Virginia,Northampton County,12389,11673
Virginia,Northumberland County,12330,12069
Virginia,Nottoway County,15853,15160
Virginia,Orange County,33481,37695
Virginia,Page County,24042,23933
Virginia,Patrick County,18490,17493
Virginia,Pittsylvania County,63506,59850
Virginia,Powhatan County,28046,30148
Virginia,Prince Edward County,23368,23006
Virginia,Prince George County,35725,38686
Virginia,Prince William County,402002,475533
Virginia,Pulaski County,34872,33935
Virginia,Rappahannock County,7373,7260
Virginia,Richmond County,9254,9071
Virginia,Roanoke County,92376,94509
Virginia,Rockbridge County,22307,22757
Virginia,Rockingham County,76314,82346
Virginia,Russell County,28897,26647
Virginia,Scott County,23177,21629
Virginia,Shenandoah County,41993,43905
Virginia,Smyth County,32208,30090
Virginia,Southampton County,18570,17636
Virginia,Spotsylvania County,122397,138449
Virginia,Stafford County,128961,156748
Virginia,Surry County,7058,6385
Virginia,Sussex County,12087,10925
Virginia,Tazewell County,45078,40529
Virginia,Warren County,37575,40475
Virginia,Washington County,54876,53695
Virginia,Westmoreland County,17454,18149
Virginia,Wise County,41452,37206
Virginia,Wythe County,29235,28620
Virginia,York County,65464,69199
Virginia,Alexandria city,139966,158726
Virginia,Bristol city,17835,17329
Virginia,Buena Vista city,6650,6402
Virginia,Charlottesville city,43475,46950
Virginia,Chesapeake city,222209,247011
Virginia,Colonial Heights city,17411,17205
Virginia,Covington city,5961,5639
Virginia,Danville city,43055,39869
Virginia,Emporia city,5927,5257
Virginia,Fairfax city,22565,23429
Virginia,Falls Church city,12332,14631
Virginia,Franklin city,8582,7833
Virginia,Fredericksburg city,24286,29492
Virginia,Galax city,7042,6296
Virginia,Hampton city,137436,135464
Virginia,Harrisonburg city,48914,53204
Virginia,Hopewell city,22591,22375
Virginia,Lexington city,7042,7279
Virginia,Lynchburg city,75568,81561
Virginia,Manassas city,37821,40869
Virginia,Manassas Park city,14273,18004
Virginia,Martinsville city,13821,12355
Virginia,Newport News city,180719,179062
Virginia,Norfolk city,242803,242803
Virginia,Norton city,3958,3985
Virginia,Petersburg city,32420,30446
Virginia,Poquoson city,12150,12257
Virginia,Portsmouth city,95535,95094
Virginia,Radford city,16408,18255
Virginia,Richmond city,204214,232226
Virginia,Roanoke city,97032,99058
Virginia,Salem city,24802,25340
Virginia,Staunton city,23746,25190
Virginia,Suffolk city,84585,93913
Virginia,Virginia Beach city,437994,451231
Virginia,Waynesboro city,21006,22741
Virginia,Williamsburg city,14068,15259
Virginia,Winchester city,26203,27700
Washington,Adams County,18728,20027
Washington,Asotin County,21623,22820
Washington,Benton County,175177,206426
Washington,Chelan County,72453,77574
Washington,Clallam County,71404,78067
Washington,Clark County,425363,496865
Washington,Columbia County,4078,4048
Washington,Cowlitz County,102410,111371
Washington,Douglas County,38431,43560
Washington,Ferry County,7551,7759
Washington,Franklin County,78163,97075
Washington,Garfield County,2266,2290
Washington,Grant County,89120,99377
Washington,Grays Harbor County,72797,75950
Washington,Island County,78506,86014
Washington,Jefferson County,29872,32700
Washington,King County,1931249,2274315
Washington,Kitsap County,251133,272787
Washington,Kittitas County,40915,49204
Washington,Klickitat County,20318,22697
Washington,Lewis County,75455,82109
Washington,Lincoln County,10570,11090
Washington,Mason County,60699,68224
Washington,Okanogan County,41120,42620
Washington,Pacific County,20920,22984
Washington,Pend Oreille County,13001,14144
Washington,Pierce County,795225,913890
Washington,San Juan County,15769,17492
Washington,Skagit County,116901,130789
Washington,Skamania County,11066,12107
Washington,Snohomish County,713335,830393
Washington,Spokane County,471221,528225
Washington,Stevens County,43531,46360
Washington,Thurston County,252264,294074
Washington,Wahkiakum County,3978,4498
Washington,Walla Walla County,58781,61292
Washington,Whatcom County,201140,231016
Washington,Whitman County,44776,49500
Washington,Yakima County,243231,251879
West Virginia,Barbour County,16589,16444
West Virginia,Berkeley County,104169,122125
West Virginia,Boone County,24629,21055
West Virginia,Braxton County,14523,13702
West Virginia,Brooke County,24069,21674
West Virginia,Cabell County,96319,91589
West Virginia,Calhoun County,7627,6945
West Virginia,Clay County,9386,8341
West Virginia,Doddridge County,8202,8368
West Virginia,Fayette County,46039,42062
West Virginia,Gilmer County,8693,7811
West Virginia,Grant County,11937,11510
West Virginia,Greenbrier County,35480,34319
West Virginia,Hampshire County,23964,23190
West Virginia,Hancock County,30676,28571
West Virginia,Hardy County,14025,13633
West Virginia,Harrison County,69099,66870
West Virginia,Jackson County,29211,28453
West Virginia,Jefferson County,53498,57486
West Virginia,Kanawha County,193063,176253
West Virginia,Lewis County,16372,15805
West Virginia,Lincoln County,21720,20043
West Virginia,Logan County,36743,31688
West Virginia,McDowell County,22113,16916
West Virginia,Marion County,56418,55962
West Virginia,Marshall County,33107,30103
West Virginia,Mason County,27324,26335
West Virginia,Mercer County,62264,58258
West Virginia,Mineral County,28212,26722
West Virginia,Mingo County,26839,22951
West Virginia,Monongalia County,96189,106819
West Virginia,Monroe County,13502,13229
West Virginia,Morgan County,17541,17873
West Virginia,Nicholas County,26233,24340
West Virginia,Ohio County,44443,41182
West Virginia,Pendleton County,7695,6932
West Virginia,Pleasants County,7605,7438
West Virginia,Pocahontas County,8719,8190
West Virginia,Preston County,33520,33380
West Virginia,Putnam County,55486,56428
West Virginia,Raleigh County,78859,72920
West Virginia,Randolph County,29405,28387
West Virginia,Ritchie County,10449,9499
West Virginia,Roane County,14926,13482
West Virginia,Summers County,13927,12444
West Virginia,Taylor County,16895,16699
West Virginia,Tucker County,7141,6816
West Virginia,Tyler County,9208,8533
West Virginia,Upshur County,24254,24230
West Virginia,Wayne County,42481,39054
West Virginia,Webster County,9154,8058
West Virginia,Wetzel County,16583,14904
West Virginia,Wirt County,5717,5705
West Virginia,Wood County,86956,82938
West Virginia,Wyoming County,23796,20123
Wisconsin,Adams County,20875,20498
Wisconsin,Ashland County,16157,15415
Wisconsin,Barron County,45870,45090
Wisconsin,Bayfield County,15014,15242
Wisconsin,Brown County,248007,264610
Wisconsin,Buffalo County,13587,13033
Wisconsin,Burnett County,15457,15557
Wisconsin,Calumet County,48971,50209
Wisconsin,Chippewa County,62415,64737
Wisconsin,Clark County,34690,34720
Wisconsin,Columbia County,56833,57668
Wisconsin,Crawford County,16644,16021
Wisconsin,Dane County,488073,552536
Wisconsin,Dodge County,88759,87336
Wisconsin,Door County,27785,27889
Wisconsin,Douglas County,44159,43702
Wisconsin,Dunn County,43857,45452
Wisconsin,Eau Claire County,98736,105260
Wisconsin,Florence County,4423,4298
Wisconsin,Fond du Lac County,101633,102902
Wisconsin,Forest County,9304,8960
Wisconsin,Grant County,51208,51021
Wisconsin,Green County,36842,36603
Wisconsin,Green Lake County,19051,18908
Wisconsin,Iowa County,23687,23640
Wisconsin,Iron County,5916,5698
Wisconsin,Jackson County,20449,20630
Wisconsin,Jefferson County,83686,85038
Wisconsin,Juneau County,26664,26908
Wisconsin,Kenosha County,166426,169671
Wisconsin,Kewaunee County,20574,20386
Wisconsin,La Crosse County,114638,118502
Wisconsin,Lafayette County,16836,16646
Wisconsin,Langlade County,19977,19119
Wisconsin,Lincoln County,28743,27566
Wisconsin,Manitowoc County,81442,78757
Wisconsin,Marathon County,134063,135593
Wisconsin,Marinette County,41749,40262
Wisconsin,Marquette County,15404,15585
Wisconsin,Menominee County,4232,4546
Wisconsin,Milwaukee County,947735,945016
Wisconsin,Monroe County,44673,46582
Wisconsin,Oconto County,37660,38383
Wisconsin,Oneida County,35998,35751
Wisconsin,Outagamie County,176695,188766
Wisconsin,Ozaukee County,86395,90043
Wisconsin,Pepin County,7469,7271
Wisconsin,Pierce County,41019,42700
Wisconsin,Polk County,44205,43794
Wisconsin,Portage County,70019,71032
Wisconsin,Price County,14159,13245
Wisconsin,Racine County,195408,195802
Wisconsin,Richland County,18021,17258
Wisconsin,Rock County,160331,163084
Wisconsin,Rusk County,14755,14022
Wisconsin,St. Croix County,84345,91838
Wisconsin,Sauk County,61976,64449
Wisconsin,Sawyer County,16557,16700
Wisconsin,Shawano County,41949,40786
Wisconsin,Sheboygan County,115507,115240
Wisconsin,Taylor County,20689,20318
Wisconsin,Trempealeau County,28816,29681
Wisconsin,Vernon County,29773,30861
Wisconsin,Vilas County,21430,22356
Wisconsin,Walworth County,102228,103953
Wisconsin,Washburn County,15911,15712
Wisconsin,Washington County,131887,136445
Wisconsin,Waukesha County,389891,406172
Wisconsin,Waupaca County,52410,50664
Wisconsin,Waushara County,24496,24326
Wisconsin,Winnebago County,166994,171631
Wisconsin,Wood County,74749,72560
Wyoming,Albany County,36299,38950
Wyoming,Big Horn County,11668,11575
Wyoming,Campbell County,46133,46676
Wyoming,Carbon County,15885,14711
Wyoming,Converse County,13833,13804
Wyoming,Crook County,7083,7593
Wyoming,Fremont County,40123,39317
Wyoming,Goshen County,13249,13235
Wyoming,Hot Springs County,4812,4425
Wyoming,Johnson County,8569,8588
Wyoming,Laramie County,91738,100595
Wyoming,Lincoln County,18106,20253
Wyoming,Natrona County,75450,80815
Wyoming,Niobrara County,2484,2275
Wyoming,Park County,28205,29331
Wyoming,Platte County,8667,8578
Wyoming,Sheridan County,29116,30863
Wyoming,Sublette County,10247,9856
Wyoming,Sweetwater County,43806,42673
Wyoming,Teton County,21294,23497
Wyoming,Uinta County,21118,20215
Wyoming,Washakie County,8533,7760
Wyoming,Weston County,7208,6743
