STNAME,CTYNAME,CENSUS2010POP,POPESTIMATE2019
Texas,Coleman County,8895,8175
Texas,Collin County,782341,1034730
Texas,Collingsworth County,3057,2920
Texas,Colorado County,20874,21493
Texas,Comal County,108472,156209
Texas,Comanche County,13974,13635
Texas,Concho County,4087,2726
Texas,Cooke County,38437,41257
Texas,Coryell County,75388,75951
Texas,Cottle County,1505,1398
Texas,Crane County,4375,4797
Texas,Crockett County,3719,3464
Texas,Crosby County,6059,5737
Texas,Culberson County,2398,2171
Texas,Dallam County,6703,7287
Texas,Dallas County,2368139,2635516
Texas,Dawson County,13833,12728
Texas,Deaf Smith County,19372,18546
Texas,Delta County,5231,5331
Texas,Denton County,662614,887207
Texas,DeWitt County,20097,20160
Texas,Dickens County,2444,2211
Texas,Dimmit County,9996,10124
Texas,Donley County,3677,3278
Texas,Duval County,11782,11157
Texas,Eastland County,18583,18360
Texas,Ector County,137130,166223
Texas,Edwards County,2002,1932
Texas,Ellis County,149610,184826
Texas,El Paso County,800647,839238
Texas,Erath County,37890,42698
Texas,Falls County,17866,17297
Texas,Fannin County,33915,35514
Texas,Fayette County,24554,25346
Texas,Fisher County,3974,3830
Texas,Floyd County,6446,5712
Texas,Foard County,1336,1155
Texas,Fort Bend County,585375,811688
Texas,Franklin County,10605,10725
Texas,Freestone County,19816,19717
Texas,Frio County,17217,20306
Texas,Gaines County,17526,21492
Texas,Galveston County,291309,342139
Texas,Garza County,6461,6229
Texas,Gillespie County,24837,26988
Texas,Glasscock County,1226,1409
Texas,Goliad County,7210,7658
Texas,Gonzales County,19807,20837
Texas,Gray County,22535,21886
Texas,Grayson County,120877,136212
Texas,Gregg County,121730,123945
Texas,Grimes County,26604,28880
Texas,Guadalupe County,131533,166847
Texas,Hale County,36273,33406
Texas,Hall County,3353,2964
Texas,Hamilton County,8517,8461
Texas,Hansford County,5613,5399
Texas,Hardeman County,4139,3933
Texas,Hardin County,54635,57602
Texas,Harris County,4092459,4713325
Texas,Harrison County,65631,66553
Texas,Hartley County,6062,5576
Texas,Haskell County,5899,5658
Texas,Hays County,157107,230191
Texas,Hemphill County,3807,3819
Texas,Henderson County,78532,82737
Texas,Hidalgo County,774769,868707
Texas,Hill County,35089,36649
Texas,Hockley County,22935,23021
Texas,Hood County,51182,61643
Texas,Hopkins County,35161,37084
Texas,Houston County,23732,22968
Texas,Howard County,35012,36664
Texas,Hudspeth County,3476,4886
Texas,Hunt County,86129,98594
Texas,Hutchinson County,22150,20938
Texas,Irion County,1599,1536
Texas,Jack County,9044,8935
Texas,Jackson County,14075,14760
Texas,Jasper County,35710,35529
Texas,Jeff Davis County,2342,2274
Texas,Jefferson County,252273,251565
Texas,Jim Hogg County,5300,5200
Texas,Jim Wells County,40838,40482
Texas,Johnson County,150934,175817
Texas,Jones County,20202,20083
Texas,Karnes County,14824,15601
Texas,Kaufman County,103350,136154
Texas,Kendall County,33410,47431
Texas,Kenedy County,416,404
Texas,Kent County,808,762
Texas,Kerr County,49625,52600
Texas,Kimble County,4607,4337
Texas,King County,286,272
Texas,Kinney County,3598,3667
Texas,Kleberg County,32061,30680
Texas,Knox County,3719,3664
Texas,Lamar County,49793,49859
Texas,Lamb County,13977,12893
Texas,Lampasas County,19677,21428
Texas,La Salle County,6886,7520
Texas,Lavaca County,19263,20154
Texas,Lee County,16612,17239
Texas,Leon County,16801,17404
Texas,Liberty County,75643,88219
Texas,Limestone County,23384,23437
Texas,Lipscomb County,3302,3233
Texas,Live Oak County,11531,12207
Texas,Llano County,19301,21795
Texas,Loving County,82,169
Texas,Lubbock County,278831,310569
Texas,Lynn County,5915,5951
Texas,McCulloch County,8283,7984
Texas,McLennan County,234906,256623
Texas,McMullen County,707,743
Texas,Madison County,13664,14284
Texas,Marion County,10546,9854
Texas,Martin County,4799,5771
Texas,Mason County,4012,4274
Texas,Matagorda County,36702,36643
Texas,Maverick County,54258,58722
Texas,Medina County,46006,51584
Texas,Menard County,2242,2138
Texas,Midland County,136872,176832
Texas,Milam County,24757,24823
Texas,Mills County,4936,4873
Texas,Mitchell County,9403,8545
Texas,Montague County,19719,19818
Texas,Montgomery County,455746,607391
Texas,Moore County,21904,20940
Texas,Morris County,12934,12388
Texas,Motley County,1210,1200
Texas,Nacogdoches County,64524,65204
Texas,Navarro County,47735,50113
Texas,Newton County,14445,13595
Texas,Nolan County,15216,14714
Texas,Nueces County,340223,362294
Texas,Ochiltree County,10223,9836
Texas,Oldham County,2052,2112
Texas,Orange County,81837,83396
Texas,Palo Pinto County,28111,29189
Texas,Panola County,23796,23194
Texas,Parker County,116927,142878
Texas,Parmer County,10269,9605
Texas,Pecos County,15507,15823
Texas,Polk County,45413,51353
Texas,Potter County,121073,117415
Texas,Presidio County,7818,6704
Texas,Rains County,10914,12514
Texas,Randall County,120725,137713
Texas,Reagan County,3367,3849
Texas,Real County,3309,3452
Texas,Red River County,12860,12023
Texas,Reeves County,13783,15976
Texas,Refugio County,7383,6948
Texas,Roberts County,929,854
Texas,Robertson County,16622,17074
Texas,Rockwall County,78337,104915
Texas,Runnels County,10501,10264
Texas,Rusk County,53330,54406
Texas,Sabine County,10834,10542
Texas,San Augustine County,8865,8237
Texas,San Jacinto County,26384,28859
Texas,San Patricio County,64804,66730
Texas,San Saba County,6131,6055
Texas,Schleicher County,3461,2793
Texas,Scurry County,16921,16703
Texas,Shackelford County,3378,3265
Texas,Shelby County,25448,25274
Texas,Sherman County,3034,3022
Texas,Smith County,209714,232751
Texas,Somervell County,8490,9128
Texas,Starr County,60968,64633
Texas,Stephens County,9630,9366
Texas,Sterling County,1143,1291
Texas,Stonewall County,1490,1350
Texas,Sutton County,4128,3776
Texas,Swisher County,7854,7397
Texas,Tarrant County,1809034,2102515
Texas,Taylor County,131506,138034
Texas,Terrell County,984,776
Texas,Terry County,12651,12337
Texas,Throckmorton County,1641,1501
Texas,Titus County,32334,32750
Texas,Tom Green County,110224,119200
Texas,Travis County,1024266,1273954
Texas,Trinity County,14585,14651
Texas,Tyler County,21766,21672
Texas,Upshur County,39309,41753
Texas,Upton County,3355,3657
Texas,Uvalde County,26405,26741
Texas,Val Verde County,48879,49025
Texas,Van Zandt County,52579,56590
Texas,Victoria County,86793,92084
Texas,Walker County,67861,72971
Texas,Waller County,43205,55246
Texas,Ward County,10658,11998
Texas,Washington County,33718,35882
Texas,Webb County,250304,276652
Texas,Wharton County,41280,41556
Texas,Wheeler County,5410,5056
Texas,Wichita County,131500,132230
Texas,Wilbarger County,13535,12769
Texas,Willacy County,22134,21358
Texas,Williamson County,422679,590551
Texas,Wilson County,42918,51070
Texas,Winkler County,7110,8010
Texas,Wise County,59127,69984
Texas,Wood County,41964,45539
Texas,Yoakum County,7879,8713
Texas,Young County,18550,18010
Texas,Zapata County,14018,14179
Texas,Zavala County,11677,11840
Utah,Beaver County,6629,6710
Utah,Box Elder County,49975,56046
Utah,Cache County,112656,128289
Utah,Carbon County,21403,20463
Utah,Daggett County,1059,950
Utah,Davis County,306479,355481
Utah,Duchesne County,18607,19938
Utah,Emery County,10976,10012
Utah,Garfield County,5172,5051
Utah,Grand County,9225,9754
Utah,Iron County,46163,54839
Utah,Juab County,10246,12017
Utah,Kane County,7125,7886
Utah,Millard County,12503,13188
Utah,Morgan County,9469,12124
Utah,Piute County,1556,1479
Utah,Rich County,2264,2483
Utah,Salt Lake County,1029655,1160437
Utah,San Juan County,14746,15308
Utah,Sanpete County,27822,30939
Utah,Sevier County,20802,21620
Utah,Summit County,36324,42145
Utah,Tooele County,58218,72259
Utah,Uintah County,32588,35734
Utah,Utah County,516564,636235
Utah,Wasatch County,23530,34091
Utah,Washington County,138115,177556
Utah,Wayne County,2778,2711
Utah,Weber County,231236,260213
Vermont,Addison County,36821,36777
Vermont,Bennington County,37125,35470
Vermont,Caledonia County,31227,29993
Vermont,Chittenden County,156545,163774
Vermont,Essex County,6306,6163
Vermont,Franklin County,47746,49402
Vermont,Grand Isle County,6970,7235
Vermont,Lamoille County,24475,25362
Vermont,Orange County,28936,28892
Vermont,Orleans County,27231,27037
Vermont,Rutland County,61642,58191
Vermont,Washington County,59534,58409
Vermont,Windham County,44513,42222
Vermont,Windsor County,56670,55062
Virginia,Accomack County,33164,32316
Virginia,Albemarle County,98970,109330
Virginia,Alleghany County,16250,14860
Virginia,Amelia County,12690,13145
Virginia,Amherst County,32353,31605
Virginia,Appomattox County,14973,15911
Virginia,Arlington County,207627,236842
Virginia,Augusta County,73750,75558
Virginia,Bath County,4731,4147
Virginia,Bedford County,68676,78997
Virginia,Bland County,6824,6280
Virginia,Botetourt County,33148,33419
Virginia,Brunswick County,17434,16231
Virginia,Buchanan County,24098,21004
Virginia,Buckingham County,17146,17148
Virginia,Campbell County,54842,54885
Virginia,Caroline County,28545,30725
Virginia,Carroll County,30042,29791
Virginia,Charles City County,7256,6963
Virginia,Charlotte County,12586,11880
Virginia,Chesterfield County,316236,352802
Virginia,Clarke County,14034,14619
Virginia,Craig County,5190,5131
Virginia,Culpeper County,46689,52605
Virginia,Cumberland County,10052,9932
Virginia,Dickenson County,15903,14318
Virginia,Dinwiddie County,28001,28544
Virginia,Essex County,11151,10953
Virginia,Fairfax County,1081726,1147532
Virginia,Fauquier County,65203,71222
Virginia,Floyd County,15279,15749
Virginia,Fluvanna County,25691,27270
Virginia,Franklin County,56159,56042
Virginia,Frederick County,78305,89313
Virginia,Giles County,17286,16720
Virginia,Gloucester County,36858,37348
Virginia,Goochland County,21717,23753
Virginia,Grayson County,15533,15550
Virginia,Greene County,18403,19819
Virginia,Greensville County,12243,11336
Virginia,Halifax County,36241,33911
Virginia,Hanover County,99863,107766
Virginia,Henrico County,306935,330818
Virginia,Henry County,54151,50557
Virginia,Highland County,2321,2190
Virginia,Isle of Wight County,35270,37109
Virginia,James City County,67009,76523
Virginia,King and Queen County,6945,7025
Virginia,King George County,23584,26836
Virginia,King William County,15935,17148
Virginia,Lancaster County,11391,10603
Virginia,Lee County,25587,23423
Virginia,Loudoun County,312311,413538
Virginia,Louisa County,33153,37591
Virginia,Lunenburg County,12914,12196
Virginia,Madison County,13308,13261
Virginia,Mathews County,8978,8834
Virginia,Mecklenburg County,32727,30587
Virginia,Middlesex County,10959,10582
Virginia,Montgomery County,94392,98535
Virginia,Nelson County,15020,14930
Virginia,New Kent County,18429,23091
Virginia,Northampton County,12389,11710
Virginia,Northumberland County,12330,12095
Virginia,Nottoway County,15853,15232
Virginia,Orange County,33481,37051
Virginia,Page County,24042,23902
Virginia,Patrick County,18490,17608
Virginia,Pittsylvania County,63506,60354
Virginia,Powhatan County,28046,29652
Virginia,Prince Edward County,23368,22802
Virginia,Prince George County,35725,38353
Virginia,Prince William County,402002,470335
Virginia,Pulaski County,34872,34027
Virginia,Rappahannock County,7373,7370
Virginia,Richmond County,9254,9023
Virginia,Roanoke County,92376,94186
Virginia,Rockbridge County,22307,22573
Virginia,Rockingham County,76314,81948
Virginia,Russell County,28897,26586
Virginia,Scott County,23177,21566
Virginia,Shenandoah County,41993,43616
Virginia,Smyth County,32208,30104
Virginia,Southampton County,18570,17631
Virginia,Spotsylvania County,122397,136215
Virginia,Stafford County,128961,152882
Virginia,Surry County,7058,6422
Virginia,Sussex County,12087,11159
Virginia,Tazewell County,45078,40595
Virginia,Warren County,37575,40164
Virginia,Washington County,54876,53740
Virginia,Westmoreland County,17454,18015
Virginia,Wise County,41452,37383
Virginia,Wythe County,29235,28684
Virginia,York County,65464,68280
Virginia,Alexandria city,139966,159428
Virginia,Bristol city,17835,16762
Virginia,Buena Vista city,6650,6478
Virginia,Charlottesville city,43475,47266
Virginia,Chesapeake city,222209,244835
Virginia,Colonial Heights city,17411,17370
Virginia,Covington city,5961,5538
Virginia,Danville city,43055,40044
Virginia,Emporia city,5927,5346
Virginia,Fairfax city,22565,24019
Virginia,Falls Church city,12332,14617
Virginia,Franklin city,8582,7967
Virginia,Fredericksburg city,24286,29036
Virginia,Galax city,7042,6347
Virginia,Hampton city,137436,134510
Virginia,Harrisonburg city,48914,53016
Virginia,Hopewell city,22591,22529
Virginia,Lexington city,7042,7446
Virginia,Lynchburg city,75568,82168
Virginia,Manassas city,37821,41085
Virginia,Manassas Park city,14273,17478
Virginia,Martinsville city,13821,12554
Virginia,Newport News city,180719,179225
Virginia,Norfolk city,242803,242742
Virginia,Norton city,3958,3981
Virginia,Petersburg city,32420,31346
Virginia,Poquoson city,12150,12271
Virginia,Portsmouth city,95535,94398
Virginia,Radford city,16408,18249
Virginia,Richmond city,204214,230436
Virginia,Roanoke city,97032,99143
Virginia,Salem city,24802,25301
Virginia,Staunton city,23746,24932
Virginia,Suffolk city,84585,92108
Virginia,Virginia Beach city,437994,449974
Virginia,Waynesboro city,21006,22630
Virginia,Williamsburg city,14068,14954
Virginia,Winchester city,26203,28078
Washington,Adams County,18728,19983
Washington,Asotin County,21623,22582
Washington,Benton County,175177,204390
Washington,Chelan County,72453,77200
Washington,Clallam County,71404,77331
Washington,Clark County,425363,488241
Washington,Columbia County,4078,3985
Washington,Cowlitz County,102410,110593
Washington,Douglas County,38431,43429
Washington,Ferry County,7551,7627
Washington,Franklin County,78163,95222
Washington,Garfield County,2266,2225
Washington,Grant County,89120,97733
Washington,Grays Harbor County,72797,75061
Washington,Island County,78506,85141
Washington,Jefferson County,29872,32221
Washington,King County,1931249,2252782
Washington,Kitsap County,251133,271473
Washington,Kittitas County,40915,47935
Washington,Klickitat County,20318,22425
Washington,Lewis County,75455,80707
Washington,Lincoln County,10570,10939
Washington,Mason County,60699,66768
Washington,Okanogan County,41120,42243
Washington,Pacific County,20920,22471
Washington,Pend Oreille County,13001,13724
Washington,Pierce County,795225,904980
Washington,San Juan County,15769,17582
Washington,Skagit County,116901,129205
Washington,Skamania County,11066,12083
Washington,Snohomish County,713335,822083
Washington,Spokane County,471221,522798
Washington,Stevens County,43531,45723
Washington,Thurston County,252264,290536
Washington,Wahkiakum County,3978,4488
Washington,Walla Walla County,58781,60760
Washington,Whatcom County,201140,229247
Washington,Whitman County,44776,50104
Washington,Yakima County,243231,250873
West Virginia,Barbour County,16589,16441
West Virginia,Berkeley County,104169,119171
West Virginia,Boone County,24629,21457
West Virginia,Braxton County,14523,13957
West Virginia,Brooke County,24069,21939
West Virginia,Cabell County,96319,91945
West Virginia,Calhoun County,7627,7109
West Virginia,Clay County,9386,8508
West Virginia,Doddridge County,8202,8448
West Virginia,Fayette County,46039,42406
West Virginia,Gilmer County,8693,7823
West Virginia,Grant County,11937,11568
West Virginia,Greenbrier County,35480,34662
West Virginia,Hampshire County,23964,23175
West Virginia,Hancock County,30676,28810
West Virginia,Hardy County,14025,13776
West Virginia,Harrison County,69099,67256
West Virginia,Jackson County,29211,28576
West Virginia,Jefferson County,53498,57146
West Virginia,Kanawha County,193063,178124
West Virginia,Lewis County,16372,15907
West Virginia,Lincoln County,21720,20409
West Virginia,Logan County,36743,32019
West Virginia,McDowell County,22113,17624
West Virginia,Marion County,56418,56072
West Virginia,Marshall County,33107,30531
West Virginia,Mason County,27324,26516
West Virginia,Mercer County,62264,58758
West Virginia,Mineral County,28212,26868
West Virginia,Mingo County,26839,23424
West Virginia,Monongalia County,96189,105612
West Virginia,Monroe County,13502,13275
West Virginia,Morgan County,17541,17884
West Virginia,Nicholas County,26233,24496
West Virginia,Ohio County,44443,41411
West Virginia,Pendleton County,7695,6969
West Virginia,Pleasants County,7605,7460
West Virginia,Pocahontas County,8719,8247
West Virginia,Preston County,33520,33432
West Virginia,Putnam County,55486,56450
West Virginia,Raleigh County,78859,73361
West Virginia,Randolph County,29405,28695
West Virginia,Ritchie County,10449,9554
West Virginia,Roane County,14926,13688
West Virginia,Summers County,13927,12573
West Virginia,Taylor County,16895,16695
West Virginia,Tucker County,7141,6839
West Virginia,Tyler County,9208,8591
West Virginia,Upshur County,24254,24176
West Virginia,Wayne County,42481,39402
West Virginia,Webster County,9154,8114
West Virginia,Wetzel County,16583,15065
West Virginia,Wirt County,5717,5821
West Virginia,Wood County,86956,83518
West Virginia,Wyoming County,23796,20394
Wisconsin,Adams County,20875,20220
Wisconsin,Ashland County,16157,15562
Wisconsin,Barron County,45870,45244
Wisconsin,Bayfield County,15014,15036
Wisconsin,Brown County,248007,264542
Wisconsin,Buffalo County,13587,13031
Wisconsin,Burnett County,15457,15414
Wisconsin,Calumet County,48971,50089
Wisconsin,Chippewa County,62415,64658
Wisconsin,Clark County,34690,34774
Wisconsin,Columbia County,56833,57532
Wisconsin,Crawford County,16644,16131
Wisconsin,Dane County,488073,546695
Wisconsin,Dodge County,88759,87839
Wisconsin,Door County,27785,27668
Wisconsin,Douglas County,44159,43150
Wisconsin,Dunn County,43857,45368
Wisconsin,Eau Claire County,98736,104646
Wisconsin,Florence County,4423,4295
Wisconsin,Fond du Lac County,101633,103403
Wisconsin,Forest County,9304,9004
Wisconsin,Grant County,51208,51439
Wisconsin,Green County,36842,36960
Wisconsin,Green Lake County,19051,18913
Wisconsin,Iowa County,23687,23678
Wisconsin,Iron County,5916,5687
Wisconsin,Jackson County,20449,20643
Wisconsin,Jefferson County,83686,84769
Wisconsin,Juneau County,26664,26687
Wisconsin,Kenosha County,166426,169561
Wisconsin,Kewaunee County,20574,20434
Wisconsin,La Crosse County,114638,118016
Wisconsin,Lafayette County,16836,16665
Wisconsin,Langlade County,19977,19189
Wisconsin,Lincoln County,28743,27593
Wisconsin,Manitowoc County,81442,78981
Wisconsin,Marathon County,134063,135692
Wisconsin,Marinette County,41749,40350
Wisconsin,Marquette County,15404,15574
Wisconsin,Menominee County,4232,4556
Wisconsin,Milwaukee County,947735,945726
Wisconsin,Monroe County,44673,46253
Wisconsin,Oconto County,37660,37930
Wisconsin,Oneida County,35998,35595
Wisconsin,Outagamie County,176695,187885
Wisconsin,Ozaukee County,86395,89221
Wisconsin,Pepin County,7469,7287
Wisconsin,Pierce County,41019,42754
Wisconsin,Polk County,44205,43783
Wisconsin,Portage County,70019,70772
Wisconsin,Price County,14159,13351
Wisconsin,Racine County,195408,196311
Wisconsin,Richland County,18021,17252
Wisconsin,Rock County,160331,163354
Wisconsin,Rusk County,14755,14178
Wisconsin,St. Croix County,84345,90687
Wisconsin,Sauk County,61976,64442
Wisconsin,Sawyer County,16557,16558
Wisconsin,Shawano County,41949,40899
Wisconsin,Sheboygan County,115507,115340
Wisconsin,Taylor County,20689,20343
Wisconsin,Trempealeau County,28816,29649
Wisconsin,Vernon County,29773,30822
Wisconsin,Vilas County,21430,22195
Wisconsin,Walworth County,102228,103868
Wisconsin,Washburn County,15911,15720
Wisconsin,Washington County,131887,136034
Wisconsin,Waukesha County,389891,404198
Wisconsin,Waupaca County,52410,50990
Wisconsin,Waushara County,24496,24443
Wisconsin,Winnebago County,166994,171907
Wisconsin,Wood County,74749,72999
Wyoming,Albany County,36299,38880
Wyoming,Big Horn County,11668,11790
Wyoming,Campbell County,46133,46341
Wyoming,Carbon County,15885,14800
Wyoming,Converse County,13833,13822
Wyoming,Crook County,7083,7584
Wyoming,Fremont County,40123,39261
Wyoming,Goshen County,13249,13211
Wyoming,Hot Springs County,4812,4413
Wyoming,Johnson County,8569,8445
Wyoming,Laramie County,91738,99500
Wyoming,Lincoln County,18106,19830
Wyoming,Natrona County,75450,79858
Wyoming,Niobrara County,2484,2356
Wyoming,Park County,28205,29194
Wyoming,Platte County,8667,8393
Wyoming,Sheridan County,29116,30485
Wyoming,Sublette County,10247,9831
Wyoming,Sweetwater County,43806,42343
Wyoming,Teton County,21294,23464
Wyoming,Uinta County,21118,20226
Wyoming,Washakie County,8533,7805
Wyoming,Weston County,7208,6927
